TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Litwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Luksemburg,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,£otwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Malta,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,3,Niemcy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Norwegia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Portugalia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Rumunia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,S≥owacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,S≥owenia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Szwajcaria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Szwecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,WÍgry,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Wielka Brytania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,W≥ochy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,do paÒstw objÍtych umowami dwustronnymi razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Australia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Bia≥oruú,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Izrael,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Kanada,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Quebec,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Korea,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Macedonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Mo≥dawia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Mongolia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Turcja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,Ukraina,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe PrzeciÍtna liczba osÛb,-,USA,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,16884.46,OG”£EM,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,åwiadczenia zbiegowe,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,16884.46,do paÒstw UE/EFTA i Wielkiej Brytanii razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Austria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Belgia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Litwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Luksemburg,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,£otwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Malta,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,16884.46,Niemcy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Norwegia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Portugalia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Rumunia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,S≥owacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,S≥owenia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Szwajcaria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Szwecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,WÍgry,,;;;
